wordindex,word,surah,ayah,startx,starty,width,pageno,rawword,pageno1
42324,ذَٰلِكُم,21,56,,,,272,ذلكم,326
42325,مِّنَ,21,56,,,,272,من,326
42326,الشَّاهِدِينَ,21,56,,,,272,الشاهدين,326
42327,وَتَاللَّهِ,21,57,,,,272,وتالله,326
42328,لَأَكِيدَنَّ,21,57,,,,272,لأكيدن,326
42329,أَصْنَامَكُم,21,57,,,,272,أصنامكم,326
42330,بَعْدَ,21,57,,,,272,بعد,326
42331,أَن,21,57,,,,272,أن,326
42332,تُوَلُّوا,21,57,,,,272,تولوا,326
42333,مُدْبِرِينَ,21,57,,,,272,مدبرين,326
42334,فَجَعَلَهُمْ,21,58,,,,272,فجعلهم,327
42335,جُذَاذًا,21,58,,,,272,جذاذا,327
42336,إِلَّا,21,58,,,,272,إلا,327
42337,كَبِيرًا,21,58,,,,272,كبيرا,327
42338,لَّهُمْ,21,58,,,,272,لهم,327
42339,لَعَلَّهُمْ,21,58,,,,272,لعلهم,327
42340,إِلَيْهِ,21,58,,,,272,إليه,327
42341,يَرْجِعُونَ,21,58,,,,272,يرجعون,327
42342,قَالُوا,21,59,,,,273,قالوا,327
42343,مَن,21,59,,,,273,من,327
42344,فَعَلَ,21,59,,,,273,فعل,327
42345,هَٰذَا,21,59,,,,273,هذا,327
42346,بِآلِهَتِنَا,21,59,,,,273,بآلهتنا,327
42347,إِنَّهُ,21,59,,,,273,إنه,327
42348,لَمِنَ,21,59,,,,273,لمن,327
42349,الظَّالِمِينَ,21,59,,,,273,الظالمين,327
42350,قَالُوا,21,60,,,,273,قالوا,327
42351,سَمِعْنَا,21,60,,,,273,سمعنا,327
42352,فَتًى,21,60,,,,273,فتى,327
42353,يَذْكُرُهُمْ,21,60,,,,273,يذكرهم,327
42354,يُقَالُ,21,60,,,,273,يقال,327
42355,لَهُ,21,60,,,,273,له,327
42356,إِبْرَاهِيمُ,21,60,,,,273,إبراهيم,327
42357,قَالُوا,21,61,,,,273,قالوا,327
42358,فَأْتُوا,21,61,,,,273,فأتوا,327
42359,بِهِ,21,61,,,,273,به,327
42360,عَلَىٰ,21,61,,,,273,على,327
42361,أَعْيُنِ,21,61,,,,273,أعين,327
42362,النَّاسِ,21,61,,,,273,الناس,327
42363,لَعَلَّهُمْ,21,61,,,,273,لعلهم,327
42364,يَشْهَدُونَ,21,61,,,,273,يشهدون,327
42365,قَالُوا,21,62,,,,273,قالوا,327
42366,أَأَنتَ,21,62,,,,273,أأنت,327
42367,فَعَلْتَ,21,62,,,,273,فعلت,327
42368,هَٰذَا,21,62,,,,273,هذا,327
42369,بِآلِهَتِنَا,21,62,,,,273,بآلهتنا,327
42370,يَا,21,62,,,,273,يا,327
42371,إِبْرَاهِيمُ,21,62,,,,273,إبراهيم,327
42372,قَالَ,21,63,,,,273,قال,327
42373,بَلْ,21,63,,,,273,بل,327
42374,فَعَلَهُ,21,63,,,,273,فعله,327
42375,كَبِيرُهُمْ,21,63,,,,273,كبيرهم,327
42376,هَٰذَا,21,63,,,,273,هذا,327
42377,فَاسْأَلُوهُمْ,21,63,,,,273,فاسألوهم,327
42378,إِن,21,63,,,,273,إن,327
42379,كَانُوا,21,63,,,,273,كانوا,327
42380,يَنطِقُونَ,21,63,,,,273,ينطقون,327
42381,فَرَجَعُوا,21,64,,,,273,فرجعوا,327
42382,إِلَىٰ,21,64,,,,273,إلى,327
42383,أَنفُسِهِمْ,21,64,,,,273,أنفسهم,327
42384,فَقَالُوا,21,64,,,,273,فقالوا,327
42385,إِنَّكُمْ,21,64,,,,273,إنكم,327
42386,أَنتُمُ,21,64,,,,273,أنتم,327
42387,الظَّالِمُونَ,21,64,,,,273,الظالمون,327
42388,ثُمَّ,21,65,,,,273,ثم,327
42389,نُكِسُوا,21,65,,,,273,نكسوا,327
42390,عَلَىٰ,21,65,,,,273,على,327
42391,رُءُوسِهِمْ,21,65,,,,273,رءوسهم,327
42392,لَقَدْ,21,65,,,,273,لقد,327
42393,عَلِمْتَ,21,65,,,,273,علمت,327
42394,مَا,21,65,,,,273,ما,327
42395,هَٰؤُلَاءِ,21,65,,,,273,هؤلاء,327
42396,يَنطِقُونَ,21,65,,,,273,ينطقون,327
42397,قَالَ,21,66,,,,273,قال,327
42398,أَفَتَعْبُدُونَ,21,66,,,,273,أفتعبدون,327
42399,مِن,21,66,,,,273,من,327
42400,دُونِ,21,66,,,,273,دون,327
42401,اللَّهِ,21,66,,,,273,الله,327
42402,مَا,21,66,,,,273,ما,327
42403,لَا,21,66,,,,273,لا,327
42404,يَنفَعُكُمْ,21,66,,,,273,ينفعكم,327
42405,شَيْئًا,21,66,,,,273,شيئا,327
42406,وَلَا,21,66,,,,273,ولا,327
42407,يَضُرُّكُمْ,21,66,,,,273,يضركم,327
42408,أُفٍّ,21,67,,,,273,أف,327
42409,لَّكُمْ,21,67,,,,273,لكم,327
42410,وَلِمَا,21,67,,,,273,ولما,327
42411,تَعْبُدُونَ,21,67,,,,273,تعبدون,327
42412,مِن,21,67,,,,273,من,327
42413,دُونِ,21,67,,,,273,دون,327
42414,اللَّهِ,21,67,,,,273,الله,327
42415,أَفَلَا,21,67,,,,273,أفلا,327
42416,تَعْقِلُونَ,21,67,,,,273,تعقلون,327
42417,قَالُوا,21,68,,,,273,قالوا,327
42418,حَرِّقُوهُ,21,68,,,,273,حرقوه,327
42419,وَانصُرُوا,21,68,,,,273,وانصروا,327
42420,آلِهَتَكُمْ,21,68,,,,273,آلهتكم,327
42421,إِن,21,68,,,,273,إن,327
42422,كُنتُمْ,21,68,,,,273,كنتم,327
42423,فَاعِلِينَ,21,68,,,,273,فاعلين,327
42424,قُلْنَا,21,69,,,,273,قلنا,327
42425,يَا,21,69,,,,273,يا,327
42426,نَارُ,21,69,,,,273,نار,327
42427,كُونِي,21,69,,,,273,كوني,327
42428,بَرْدًا,21,69,,,,273,بردا,327
42429,وَسَلَامًا,21,69,,,,273,وسلاما,327
42430,عَلَىٰ,21,69,,,,273,على,327
42431,إِبْرَاهِيمَ,21,69,,,,273,إبراهيم,327
42432,وَأَرَادُوا,21,70,,,,273,وأرادوا,327
42433,بِهِ,21,70,,,,273,به,327
42434,كَيْدًا,21,70,,,,273,كيدا,327
42435,فَجَعَلْنَاهُمُ,21,70,,,,273,فجعلناهم,327
42436,الْأَخْسَرِينَ,21,70,,,,273,الأخسرين,327
42437,وَنَجَّيْنَاهُ,21,71,,,,273,ونجيناه,327
42438,وَلُوطًا,21,71,,,,273,ولوطا,327
42439,إِلَى,21,71,,,,273,إلى,327
42440,الْأَرْضِ,21,71,,,,273,الأرض,327
42441,الَّتِي,21,71,,,,273,التي,327
42442,بَارَكْنَا,21,71,,,,273,باركنا,327
42443,فِيهَا,21,71,,,,273,فيها,327
42444,لِلْعَالَمِينَ,21,71,,,,273,للعالمين,327
42445,وَوَهَبْنَا,21,72,,,,273,ووهبنا,327
42446,لَهُ,21,72,,,,273,له,327
42447,إِسْحَاقَ,21,72,,,,273,إسحاق,327
42448,وَيَعْقُوبَ,21,72,,,,273,ويعقوب,327
42449,نَافِلَةً,21,72,,,,273,نافلة,327
42450,وَكُلًّا,21,72,,,,273,وكلا,327
42451,جَعَلْنَا,21,72,,,,273,جعلنا,327
42452,صَالِحِينَ,21,72,,,,273,صالحين,327
42453,وَجَعَلْنَاهُمْ,21,73,,,,273,وجعلناهم,328
42454,أَئِمَّةً,21,73,,,,273,أئمة,328
42455,يَهْدُونَ,21,73,,,,273,يهدون,328
42456,بِأَمْرِنَا,21,73,,,,273,بأمرنا,328
42457,وَأَوْحَيْنَا,21,73,,,,273,وأوحينا,328
42458,إِلَيْهِمْ,21,73,,,,273,إليهم,328
42459,فِعْلَ,21,73,,,,273,فعل,328
42460,الْخَيْرَاتِ,21,73,,,,273,الخيرات,328
42461,وَإِقَامَ,21,73,,,,273,وإقام,328
42462,الصَّلَاةِ,21,73,,,,273,الصلاة,328
42463,وَإِيتَاءَ,21,73,,,,273,وإيتاء,328
42464,الزَّكَاةِ,21,73,,,,273,الزكاة,328
42465,وَكَانُوا,21,73,,,,273,وكانوا,328
42466,لَنَا,21,73,,,,273,لنا,328
42467,عَابِدِينَ,21,73,,,,273,عابدين,328
42468,وَلُوطًا,21,74,,,,273,ولوطا,328
42469,آتَيْنَاهُ,21,74,,,,273,آتيناه,328
42470,حُكْمًا,21,74,,,,273,حكما,328
42471,وَعِلْمًا,21,74,,,,273,وعلما,328
42472,وَنَجَّيْنَاهُ,21,74,,,,273,ونجيناه,328
42473,مِنَ,21,74,,,,273,من,328
42474,الْقَرْيَةِ,21,74,,,,273,القرية,328
42475,الَّتِي,21,74,,,,273,التي,328
42476,كَانَت,21,74,,,,273,كانت,328
42477,تَّعْمَلُ,21,74,,,,273,تعمل,328
42478,الْخَبَائِثَ,21,74,,,,273,الخبائث,328
42479,إِنَّهُمْ,21,74,,,,273,إنهم,328
42480,كَانُوا,21,74,,,,273,كانوا,328
42481,قَوْمَ,21,74,,,,273,قوم,328
42482,سَوْءٍ,21,74,,,,273,سوء,328
42483,فَاسِقِينَ,21,74,,,,273,فاسقين,328
42484,وَأَدْخَلْنَاهُ,21,75,,,,274,وأدخلناه,328
42485,فِي,21,75,,,,274,في,328
42486,رَحْمَتِنَا,21,75,,,,274,رحمتنا,328
42487,إِنَّهُ,21,75,,,,274,إنه,328
42488,مِنَ,21,75,,,,274,من,328
42489,الصَّالِحِينَ,21,75,,,,274,الصالحين,328
42490,وَنُوحًا,21,76,,,,274,ونوحا,328
42491,إِذْ,21,76,,,,274,إذ,328
42492,نَادَىٰ,21,76,,,,274,نادى,328
42493,مِن,21,76,,,,274,من,328
42494,قَبْلُ,21,76,,,,274,قبل,328
42495,فَاسْتَجَبْنَا,21,76,,,,274,فاستجبنا,328
42496,لَهُ,21,76,,,,274,له,328
42497,فَنَجَّيْنَاهُ,21,76,,,,274,فنجيناه,328
42498,وَأَهْلَهُ,21,76,,,,274,وأهله,328
42499,مِنَ,21,76,,,,274,من,328
42500,الْكَرْبِ,21,76,,,,274,الكرب,328
42501,الْعَظِيمِ,21,76,,,,274,العظيم,328
42502,وَنَصَرْنَاهُ,21,77,,,,274,ونصرناه,328
42503,مِنَ,21,77,,,,274,من,328
42504,الْقَوْمِ,21,77,,,,274,القوم,328
42505,الَّذِينَ,21,77,,,,274,الذين,328
42506,كَذَّبُوا,21,77,,,,274,كذبوا,328
42507,بِآيَاتِنَا,21,77,,,,274,بآياتنا,328
42508,إِنَّهُمْ,21,77,,,,274,إنهم,328
42509,كَانُوا,21,77,,,,274,كانوا,328
42510,قَوْمَ,21,77,,,,274,قوم,328
42511,سَوْءٍ,21,77,,,,274,سوء,328
42512,فَأَغْرَقْنَاهُمْ,21,77,,,,274,فأغرقناهم,328
42513,أَجْمَعِينَ,21,77,,,,274,أجمعين,328
42514,وَدَاوُودَ,21,78,,,,274,وداوود,328
42515,وَسُلَيْمَانَ,21,78,,,,274,وسليمان,328
42516,إِذْ,21,78,,,,274,إذ,328
42517,يَحْكُمَانِ,21,78,,,,274,يحكمان,328
42518,فِي,21,78,,,,274,في,328
42519,الْحَرْثِ,21,78,,,,274,الحرث,328
42520,إِذْ,21,78,,,,274,إذ,328
42521,نَفَشَتْ,21,78,,,,274,نفشت,328
42522,فِيهِ,21,78,,,,274,فيه,328
42523,غَنَمُ,21,78,,,,274,غنم,328
42524,الْقَوْمِ,21,78,,,,274,القوم,328
42525,وَكُنَّا,21,78,,,,274,وكنا,328
42526,لِحُكْمِهِمْ,21,78,,,,274,لحكمهم,328
42527,شَاهِدِينَ,21,78,,,,274,شاهدين,328
42528,فَفَهَّمْنَاهَا,21,79,,,,274,ففهمناها,328
42529,سُلَيْمَانَ,21,79,,,,274,سليمان,328
42530,وَكُلًّا,21,79,,,,274,وكلا,328
42531,آتَيْنَا,21,79,,,,274,آتينا,328
42532,حُكْمًا,21,79,,,,274,حكما,328
42533,وَعِلْمًا,21,79,,,,274,وعلما,328
42534,وَسَخَّرْنَا,21,79,,,,274,وسخرنا,328
42535,مَعَ,21,79,,,,274,مع,328
42536,دَاوُودَ,21,79,,,,274,داوود,328
42537,الْجِبَالَ,21,79,,,,274,الجبال,328
42538,يُسَبِّحْنَ,21,79,,,,274,يسبحن,328
42539,وَالطَّيْرَ,21,79,,,,274,والطير,328
42540,وَكُنَّا,21,79,,,,274,وكنا,328
42541,فَاعِلِينَ,21,79,,,,274,فاعلين,328
42542,وَعَلَّمْنَاهُ,21,80,,,,274,وعلمناه,328
42543,صَنْعَةَ,21,80,,,,274,صنعة,328
42544,لَبُوسٍ,21,80,,,,274,لبوس,328
42545,لَّكُمْ,21,80,,,,274,لكم,328
42546,لِتُحْصِنَكُم,21,80,,,,274,لتحصنكم,328
42547,مِّن,21,80,,,,274,من,328
42548,بَأْسِكُمْ,21,80,,,,274,بأسكم,328
42549,فَهَلْ,21,80,,,,274,فهل,328
42550,أَنتُمْ,21,80,,,,274,أنتم,328
42551,شَاكِرُونَ,21,80,,,,274,شاكرون,328
42552,وَلِسُلَيْمَانَ,21,81,,,,274,ولسليمان,328
42553,الرِّيحَ,21,81,,,,274,الريح,328
42554,عَاصِفَةً,21,81,,,,274,عاصفة,328
42555,تَجْرِي,21,81,,,,274,تجري,328
42556,بِأَمْرِهِ,21,81,,,,274,بأمره,328
42557,إِلَى,21,81,,,,274,إلى,328
42558,الْأَرْضِ,21,81,,,,274,الأرض,328
42559,الَّتِي,21,81,,,,274,التي,328
42560,بَارَكْنَا,21,81,,,,274,باركنا,328
42561,فِيهَا,21,81,,,,274,فيها,328
42562,وَكُنَّا,21,81,,,,274,وكنا,328
42563,بِكُلِّ,21,81,,,,274,بكل,328
42564,شَيْءٍ,21,81,,,,274,شيء,328
42565,عَالِمِينَ,21,81,,,,274,عالمين,328
42566,وَمِنَ,21,82,,,,274,ومن,329
42567,الشَّيَاطِينِ,21,82,,,,274,الشياطين,329
42568,مَن,21,82,,,,274,من,329
42569,يَغُوصُونَ,21,82,,,,274,يغوصون,329
42570,لَهُ,21,82,,,,274,له,329
42571,وَيَعْمَلُونَ,21,82,,,,274,ويعملون,329
42572,عَمَلًا,21,82,,,,274,عملا,329
42573,دُونَ,21,82,,,,274,دون,329
42574,ذَٰلِكَ,21,82,,,,274,ذلك,329
42575,وَكُنَّا,21,82,,,,274,وكنا,329
42576,لَهُمْ,21,82,,,,274,لهم,329
42577,حَافِظِينَ,21,82,,,,274,حافظين,329
42578,وَأَيُّوبَ,21,83,,,,274,وأيوب,329
42579,إِذْ,21,83,,,,274,إذ,329
42580,نَادَىٰ,21,83,,,,274,نادى,329
42581,رَبَّهُ,21,83,,,,274,ربه,329
42582,أَنِّي,21,83,,,,274,أني,329
42583,مَسَّنِيَ,21,83,,,,274,مسني,329
42584,الضُّرُّ,21,83,,,,274,الضر,329
42585,وَأَنتَ,21,83,,,,274,وأنت,329
42586,أَرْحَمُ,21,83,,,,274,أرحم,329
42587,الرَّاحِمِينَ,21,83,,,,274,الراحمين,329
42588,فَاسْتَجَبْنَا,21,84,,,,274,فاستجبنا,329
42589,لَهُ,21,84,,,,274,له,329
42590,فَكَشَفْنَا,21,84,,,,274,فكشفنا,329
42591,مَا,21,84,,,,274,ما,329
42592,بِهِ,21,84,,,,274,به,329
42593,مِن,21,84,,,,274,من,329
42594,ضُرٍّ,21,84,,,,274,ضر,329
42595,وَآتَيْنَاهُ,21,84,,,,274,وآتيناه,329
42596,أَهْلَهُ,21,84,,,,274,أهله,329
42597,وَمِثْلَهُم,21,84,,,,274,ومثلهم,329
42598,مَّعَهُمْ,21,84,,,,274,معهم,329
42599,رَحْمَةً,21,84,,,,274,رحمة,329
42600,مِّنْ,21,84,,,,274,من,329
42601,عِندِنَا,21,84,,,,274,عندنا,329
42602,وَذِكْرَىٰ,21,84,,,,274,وذكرى,329
42603,لِلْعَابِدِينَ,21,84,,,,274,للعابدين,329
42604,وَإِسْمَاعِيلَ,21,85,,,,274,وإسماعيل,329
42605,وَإِدْرِيسَ,21,85,,,,274,وإدريس,329
42606,وَذَا,21,85,,,,274,وذا,329
42607,الْكِفْلِ,21,85,,,,274,الكفل,329
42608,كُلٌّ,21,85,,,,274,كل,329
42609,مِّنَ,21,85,,,,274,من,329
42610,الصَّابِرِينَ,21,85,,,,274,الصابرين,329
42611,وَأَدْخَلْنَاهُمْ,21,86,,,,274,وأدخلناهم,329
42612,فِي,21,86,,,,274,في,329
42613,رَحْمَتِنَا,21,86,,,,274,رحمتنا,329
42614,إِنَّهُم,21,86,,,,274,إنهم,329
42615,مِّنَ,21,86,,,,274,من,329
42616,الصَّالِحِينَ,21,86,,,,274,الصالحين,329
42617,وَذَا,21,87,,,,275,وذا,329
42618,النُّونِ,21,87,,,,275,النون,329
42619,إِذ,21,87,,,,275,إذ,329
42620,ذَّهَبَ,21,87,,,,275,ذهب,329
42621,مُغَاضِبًا,21,87,,,,275,مغاضبا,329
42622,فَظَنَّ,21,87,,,,275,فظن,329
42623,أَن,21,87,,,,275,أن,329
42624,لَّن,21,87,,,,275,لن,329
42625,نَّقْدِرَ,21,87,,,,275,نقدر,329
42626,عَلَيْهِ,21,87,,,,275,عليه,329
42627,فَنَادَىٰ,21,87,,,,275,فنادى,329
42628,فِي,21,87,,,,275,في,329
42629,الظُّلُمَاتِ,21,87,,,,275,الظلمات,329
42630,أَن,21,87,,,,275,أن,329
42631,لَّا,21,87,,,,275,لا,329
42632,إِلَٰهَ,21,87,,,,275,إله,329
42633,إِلَّا,21,87,,,,275,إلا,329
42634,أَنتَ,21,87,,,,275,أنت,329
42635,سُبْحَانَكَ,21,87,,,,275,سبحانك,329
42636,إِنِّي,21,87,,,,275,إني,329
42637,كُنتُ,21,87,,,,275,كنت,329
42638,مِنَ,21,87,,,,275,من,329
42639,الظَّالِمِينَ,21,87,,,,275,الظالمين,329
42640,فَاسْتَجَبْنَا,21,88,,,,275,فاستجبنا,329
42641,لَهُ,21,88,,,,275,له,329
42642,وَنَجَّيْنَاهُ,21,88,,,,275,ونجيناه,329
42643,مِنَ,21,88,,,,275,من,329
42644,الْغَمِّ,21,88,,,,275,الغم,329
42645,وَكَذَٰلِكَ,21,88,,,,275,وكذلك,329
42646,نُنجِي,21,88,,,,275,ننجي,329
42647,الْمُؤْمِنِينَ,21,88,,,,275,المؤمنين,329
42648,وَزَكَرِيَّا,21,89,,,,275,وزكريا,329
42649,إِذْ,21,89,,,,275,إذ,329
42650,نَادَىٰ,21,89,,,,275,نادى,329
42651,رَبَّهُ,21,89,,,,275,ربه,329
42652,رَبِّ,21,89,,,,275,رب,329
42653,لَا,21,89,,,,275,لا,329
42654,تَذَرْنِي,21,89,,,,275,تذرني,329
42655,فَرْدًا,21,89,,,,275,فردا,329
42656,وَأَنتَ,21,89,,,,275,وأنت,329
42657,خَيْرُ,21,89,,,,275,خير,329
42658,الْوَارِثِينَ,21,89,,,,275,الوارثين,329
42659,فَاسْتَجَبْنَا,21,90,,,,275,فاستجبنا,329
42660,لَهُ,21,90,,,,275,له,329
42661,وَوَهَبْنَا,21,90,,,,275,ووهبنا,329
42662,لَهُ,21,90,,,,275,له,329
42663,يَحْيَىٰ,21,90,,,,275,يحيى,329
42664,وَأَصْلَحْنَا,21,90,,,,275,وأصلحنا,329
42665,لَهُ,21,90,,,,275,له,329
42666,زَوْجَهُ,21,90,,,,275,زوجه,329
42667,إِنَّهُمْ,21,90,,,,275,إنهم,329
42668,كَانُوا,21,90,,,,275,كانوا,329
42669,يُسَارِعُونَ,21,90,,,,275,يسارعون,329
42670,فِي,21,90,,,,275,في,329
42671,الْخَيْرَاتِ,21,90,,,,275,الخيرات,329
42672,وَيَدْعُونَنَا,21,90,,,,275,ويدعوننا,329
42673,رَغَبًا,21,90,,,,275,رغبا,329
42674,وَرَهَبًا,21,90,,,,275,ورهبا,329
42675,وَكَانُوا,21,90,,,,275,وكانوا,329
42676,لَنَا,21,90,,,,275,لنا,329
42677,خَاشِعِينَ,21,90,,,,275,خاشعين,329
42678,وَالَّتِي,21,91,,,,275,والتي,330
42679,أَحْصَنَتْ,21,91,,,,275,أحصنت,330
42680,فَرْجَهَا,21,91,,,,275,فرجها,330
42681,فَنَفَخْنَا,21,91,,,,275,فنفخنا,330
42682,فِيهَا,21,91,,,,275,فيها,330
42683,مِن,21,91,,,,275,من,330
42684,رُّوحِنَا,21,91,,,,275,روحنا,330
42685,وَجَعَلْنَاهَا,21,91,,,,275,وجعلناها,330
42686,وَابْنَهَا,21,91,,,,275,وابنها,330
42687,آيَةً,21,91,,,,275,آية,330
42688,لِّلْعَالَمِينَ,21,91,,,,275,للعالمين,330
42689,إِنَّ,21,92,,,,275,إن,330
42690,هَٰذِهِ,21,92,,,,275,هذه,330
42691,أُمَّتُكُمْ,21,92,,,,275,أمتكم,330
42692,أُمَّةً,21,92,,,,275,أمة,330
42693,وَاحِدَةً,21,92,,,,275,واحدة,330
42694,وَأَنَا,21,92,,,,275,وأنا,330
42695,رَبُّكُمْ,21,92,,,,275,ربكم,330
42696,فَاعْبُدُونِ,21,92,,,,275,فاعبدون,330
42697,وَتَقَطَّعُوا,21,93,,,,275,وتقطعوا,330
42698,أَمْرَهُم,21,93,,,,275,أمرهم,330
42699,بَيْنَهُمْ,21,93,,,,275,بينهم,330
42700,كُلٌّ,21,93,,,,275,كل,330
42701,إِلَيْنَا,21,93,,,,275,إلينا,330
42702,رَاجِعُونَ,21,93,,,,275,راجعون,330
42703,فَمَن,21,94,,,,275,فمن,330
42704,يَعْمَلْ,21,94,,,,275,يعمل,330
42705,مِنَ,21,94,,,,275,من,330
42706,الصَّالِحَاتِ,21,94,,,,275,الصالحات,330
42707,وَهُوَ,21,94,,,,275,وهو,330
42708,مُؤْمِنٌ,21,94,,,,275,مؤمن,330
42709,فَلَا,21,94,,,,275,فلا,330
42710,كُفْرَانَ,21,94,,,,275,كفران,330
42711,لِسَعْيِهِ,21,94,,,,275,لسعيه,330
42712,وَإِنَّا,21,94,,,,275,وإنا,330
42713,لَهُ,21,94,,,,275,له,330
42714,كَاتِبُونَ,21,94,,,,275,كاتبون,330
42715,وَحَرَامٌ,21,95,,,,275,وحرام,330
42716,عَلَىٰ,21,95,,,,275,على,330
42717,قَرْيَةٍ,21,95,,,,275,قرية,330
42718,أَهْلَكْنَاهَا,21,95,,,,275,أهلكناها,330
42719,أَنَّهُمْ,21,95,,,,275,أنهم,330
42720,لَا,21,95,,,,275,لا,330
42721,يَرْجِعُونَ,21,95,,,,275,يرجعون,330
42722,حَتَّىٰ,21,96,,,,275,حتى,330
42723,إِذَا,21,96,,,,275,إذا,330
42724,فُتِحَتْ,21,96,,,,275,فتحت,330
42725,يَأْجُوجُ,21,96,,,,275,يأجوج,330
42726,وَمَأْجُوجُ,21,96,,,,275,ومأجوج,330
42727,وَهُم,21,96,,,,275,وهم,330
42728,مِّن,21,96,,,,275,من,330
42729,كُلِّ,21,96,,,,275,كل,330
42730,حَدَبٍ,21,96,,,,275,حدب,330
42731,يَنسِلُونَ,21,96,,,,275,ينسلون,330
42732,وَاقْتَرَبَ,21,97,,,,275,واقترب,330
42733,الْوَعْدُ,21,97,,,,275,الوعد,330
42734,الْحَقُّ,21,97,,,,275,الحق,330
42735,فَإِذَا,21,97,,,,275,فإذا,330
42736,هِيَ,21,97,,,,275,هي,330
42737,شَاخِصَةٌ,21,97,,,,275,شاخصة,330
42738,أَبْصَارُ,21,97,,,,275,أبصار,330
42739,الَّذِينَ,21,97,,,,275,الذين,330
42740,كَفَرُوا,21,97,,,,275,كفروا,330
42741,يَا,21,97,,,,275,يا,330
42742,وَيْلَنَا,21,97,,,,275,ويلنا,330
42743,قَدْ,21,97,,,,275,قد,330
42744,كُنَّا,21,97,,,,275,كنا,330
42745,فِي,21,97,,,,275,في,330
42746,غَفْلَةٍ,21,97,,,,275,غفلة,330
42747,مِّنْ,21,97,,,,275,من,330
42748,هَٰذَا,21,97,,,,275,هذا,330
42749,بَلْ,21,97,,,,275,بل,330
42750,كُنَّا,21,97,,,,275,كنا,330
42751,ظَالِمِينَ,21,97,,,,275,ظالمين,330
42752,إِنَّكُمْ,21,98,,,,275,إنكم,330
42753,وَمَا,21,98,,,,275,وما,330
42754,تَعْبُدُونَ,21,98,,,,275,تعبدون,330
42755,مِن,21,98,,,,275,من,330
42756,دُونِ,21,98,,,,275,دون,330
42757,اللَّهِ,21,98,,,,275,الله,330
42758,حَصَبُ,21,98,,,,275,حصب,330
42759,جَهَنَّمَ,21,98,,,,275,جهنم,330
42760,أَنتُمْ,21,98,,,,275,أنتم,330
42761,لَهَا,21,98,,,,275,لها,330
42762,وَارِدُونَ,21,98,,,,275,واردون,330
42763,لَوْ,21,99,,,,275,لو,330
42764,كَانَ,21,99,,,,275,كان,330
42765,هَٰؤُلَاءِ,21,99,,,,275,هؤلاء,330
42766,آلِهَةً,21,99,,,,275,آلهة,330
42767,مَّا,21,99,,,,275,ما,330
42768,وَرَدُوهَا,21,99,,,,275,وردوها,330
42769,وَكُلٌّ,21,99,,,,275,وكل,330
42770,فِيهَا,21,99,,,,275,فيها,330
42771,خَالِدُونَ,21,99,,,,275,خالدون,330
42772,لَهُمْ,21,100,,,,275,لهم,330
42773,فِيهَا,21,100,,,,275,فيها,330
42774,زَفِيرٌ,21,100,,,,275,زفير,330
42775,وَهُمْ,21,100,,,,275,وهم,330
42776,فِيهَا,21,100,,,,275,فيها,330
42777,لَا,21,100,,,,275,لا,330
42778,يَسْمَعُونَ,21,100,,,,275,يسمعون,330
42779,إِنَّ,21,101,,,,275,إن,330
42780,الَّذِينَ,21,101,,,,275,الذين,330
42781,سَبَقَتْ,21,101,,,,275,سبقت,330
42782,لَهُم,21,101,,,,275,لهم,330
42783,مِّنَّا,21,101,,,,275,منا,330
42784,الْحُسْنَىٰ,21,101,,,,275,الحسنى,330
42785,أُولَٰئِكَ,21,101,,,,275,أولئك,330
42786,عَنْهَا,21,101,,,,275,عنها,330
42787,مُبْعَدُونَ,21,101,,,,275,مبعدون,330
42788,لَا,21,102,,,,276,لا,331
42789,يَسْمَعُونَ,21,102,,,,276,يسمعون,331
42790,حَسِيسَهَا,21,102,,,,276,حسيسها,331
42791,وَهُمْ,21,102,,,,276,وهم,331
42792,فِي,21,102,,,,276,في,331
42793,مَا,21,102,,,,276,ما,331
42794,اشْتَهَتْ,21,102,,,,276,اشتهت,331
42795,أَنفُسُهُمْ,21,102,,,,276,أنفسهم,331
42796,خَالِدُونَ,21,102,,,,276,خالدون,331
42797,لَا,21,103,,,,276,لا,331
42798,يَحْزُنُهُمُ,21,103,,,,276,يحزنهم,331
42799,الْفَزَعُ,21,103,,,,276,الفزع,331
42800,الْأَكْبَرُ,21,103,,,,276,الأكبر,331
42801,وَتَتَلَقَّاهُمُ,21,103,,,,276,وتتلقاهم,331
42802,الْمَلَائِكَةُ,21,103,,,,276,الملائكة,331
42803,هَٰذَا,21,103,,,,276,هذا,331
42804,يَوْمُكُمُ,21,103,,,,276,يومكم,331
42805,الَّذِي,21,103,,,,276,الذي,331
42806,كُنتُمْ,21,103,,,,276,كنتم,331
42807,تُوعَدُونَ,21,103,,,,276,توعدون,331
42808,يَوْمَ,21,104,,,,276,يوم,331
42809,نَطْوِي,21,104,,,,276,نطوي,331
42810,السَّمَاءَ,21,104,,,,276,السماء,331
42811,كَطَيِّ,21,104,,,,276,كطي,331
42812,السِّجِلِّ,21,104,,,,276,السجل,331
42813,لِلْكُتُبِ,21,104,,,,276,للكتب,331
42814,كَمَا,21,104,,,,276,كما,331
42815,بَدَأْنَا,21,104,,,,276,بدأنا,331
42816,أَوَّلَ,21,104,,,,276,أول,331
42817,خَلْقٍ,21,104,,,,276,خلق,331
42818,نُّعِيدُهُ,21,104,,,,276,نعيده,331
